,city,region,country,lat,lon,date,temp_c,temp_f,is_day,condition_text,condition_icon,wind_mph,wind_kph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,feelslike_f,windchill_c,windchill_f,heatindex_c,heatindex_f,dewpoint_c,dewpoint_f,vis_km,vis_miles,uv,gust_mph,gust_kph
114,Teustepe,Boaco,Nicaragua,12.417,-85.8,2025-06-29,21.0,69.8,0,Fog,//cdn.weatherapi.com/weather/64x64/night/248.png,7.4,11.9,43,NE,1013.0,29.91,0.0,0.0,97,100,21.0,69.8,21.0,69.8,22.5,72.5,20.5,69.0,0.0,0.0,0.0,11.3,18.2
115,Tadoupta,Tahoua,Niger,14.5333,5.8,2025-06-29,33.7,92.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,17.9,28.8,249,WSW,1011.0,29.85,0.0,0.0,39,10,35.4,95.7,33.7,92.6,35.4,95.7,17.8,64.1,10.0,6.0,8.7,20.6,33.1
116,Atako,Federal Capital Territory,Nigeria,8.4567,7.0133,2025-06-29,28.3,83.0,1,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,5.6,9.0,222,SW,1014.0,29.94,0.18,0.01,70,100,31.5,88.7,28.3,83.0,31.5,88.7,22.3,72.1,10.0,6.0,5.6,6.7,10.8
117,Ringebu,Oppland,Norway,61.517,10.167,2025-06-29,16.9,62.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,21.7,34.9,260,W,1001.0,29.55,0.0,0.0,45,11,16.9,62.4,16.9,62.4,16.9,62.4,4.8,40.6,10.0,6.0,4.8,25.0,40.2
118,Ma`Murah,Al Batinah,Oman,22.6167,57.3,2025-06-29,38.3,101.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,11.4,18.4,187,S,996.0,29.42,0.0,0.0,25,20,39.1,102.4,38.3,101.0,39.1,102.4,14.9,58.9,10.0,6.0,6.9,13.1,21.1
119,Jheduwala,Punjab,Pakistan,30.8222,71.2778,2025-06-29,44.1,111.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,15.2,24.5,172,S,989.0,29.21,0.0,0.0,24,8,48.9,120.1,44.2,111.5,48.9,120.1,19.2,66.5,10.0,6.0,6.0,17.5,28.2
120,Gasparillal,Cocle,Panama,8.8333,-80.45,2025-06-29,23.4,74.1,0,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/night/176.png,4.9,7.9,347,NNW,1011.0,29.85,0.24,0.01,94,86,25.8,78.5,23.4,74.1,25.8,78.5,22.5,72.4,9.0,5.0,0.0,8.3,13.4
121,Sialum,Morobe,Papua New Guinea,-6.0833,147.6,2025-06-29,18.5,65.3,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,4.7,7.6,174,S,1014.0,29.94,0.0,0.0,90,23,18.5,65.3,18.5,65.3,18.5,65.3,16.9,62.4,10.0,6.0,0.0,5.8,9.4
122,Arroyos Y Esteros,Cordillera,Paraguay,-25.067,-57.1,2025-06-29,13.1,55.6,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,7.8,12.6,180,S,1018.0,30.06,0.24,0.01,100,75,12.0,53.6,12.9,55.3,13.9,56.9,13.2,55.8,10.0,6.0,0.0,12.0,19.3
123,Panao,Huanuco,Peru,-9.9,-75.9333,2025-06-29,7.1,44.7,0,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,2.2,3.6,70,ENE,1021.0,30.14,0.0,0.0,91,26,7.1,44.7,7.1,44.7,7.1,44.7,5.6,42.2,10.0,6.0,0.0,6.7,10.8
124,Amiligan,Capiz,Philippines,11.8167,122.8167,2025-06-29,27.6,81.7,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,7.6,12.2,262,W,1006.0,29.71,0.08,0.0,79,54,31.3,88.3,27.6,81.6,31.3,88.3,23.6,74.4,10.0,6.0,0.0,12.5,20.1
125,Nazare,Leiria,Portugal,39.6,-9.067,2025-06-29,20.3,68.5,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,7.8,12.6,313,NW,1019.0,30.09,0.0,0.0,94,50,20.3,68.5,30.3,86.5,31.1,87.9,16.8,62.3,10.0,6.0,6.1,9.8,15.7
126,Abu Thaylah,Umm Salal,Qatar,25.5319,51.3044,2025-06-29,45.1,113.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,13.9,22.3,321,NW,993.0,29.32,0.0,0.0,10,0,48.1,118.6,44.5,112.1,47.1,116.8,6.6,43.9,10.0,6.0,9.3,16.6,26.7
127,Sercaia,Brasov,Romania,45.833,25.133,2025-06-29,17.9,64.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.7,14.0,346,NNW,1019.0,30.1,0.0,0.0,49,19,17.9,64.3,17.9,64.3,17.9,64.3,7.1,44.7,10.0,6.0,10.3,10.6,17.1
128,Шумиха,Kurgan,Russia,55.226,63.296,2025-06-29,22.4,72.4,1,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,6.5,10.4,100,E,997.0,29.43,0.0,0.0,54,65,24.6,76.3,22.5,72.4,24.6,76.3,12.7,54.9,10.0,6.0,4.6,7.5,12.0
129,Gitarama,Gitarama,Rwanda,-2.074,29.757,2025-06-29,22.2,72.0,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,6.5,10.4,130,SE,1023.0,30.21,0.0,0.0,57,50,24.6,76.2,21.9,71.5,24.5,76.1,12.4,54.3,10.0,6.0,11.0,7.5,12.0
130,Basseterre,Saint George Basseterre,Saint Kitts and Nevis,17.3,-62.717,2025-06-29,27.2,81.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,21.3,34.2,97,E,1016.0,30.0,0.0,0.0,79,0,30.6,87.1,27.0,80.6,30.3,86.5,23.2,73.7,10.0,6.0,0.0,30.3,48.7
131,Dennery,Dennery,Saint Lucia,13.9,-60.883,2025-06-29,27.1,80.8,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,18.6,29.9,91,E,1015.0,29.97,0.01,0.0,84,75,30.3,86.5,26.9,80.3,29.9,85.8,22.7,72.9,10.0,6.0,0.0,26.5,42.6
132,Kingstown Park,Saint George,Saint Vincent and the Grenadines,13.158,-61.235,2025-06-29,27.2,81.0,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,20.1,32.4,87,E,1015.0,29.97,0.01,0.0,81,81,30.9,87.6,27.2,81.0,30.9,87.6,23.7,74.7,10.0,6.0,0.0,27.0,43.5
133,San Marino,San Marino,San Marino,43.933,12.45,2025-06-29,29.1,84.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,9.2,14.8,71,ENE,1021.0,30.15,0.0,0.0,55,0,30.7,87.2,28.0,82.3,29.1,84.3,17.8,64.0,10.0,6.0,9.1,10.6,17.0
134,Fernao Dias,Sao Tome,Sao Tome and Principe,0.4167,6.6833,2025-06-29,28.2,82.8,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,4.5,7.2,222,SW,1014.0,29.94,0.0,0.0,66,50,32.6,90.6,23.4,74.2,25.4,77.7,19.5,67.1,10.0,6.0,7.3,6.1,9.9
135,Al Bazazah,Al Bahah,Saudi Arabia,23.9667,43.4667,2025-06-29,38.6,101.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,21.0,33.8,264,W,1001.0,29.55,0.0,0.0,7,4,37.9,100.2,38.6,101.5,37.9,100.2,-3.4,25.8,10.0,6.0,11.1,24.2,38.9
136,Bondie Tiarene,Kaolack,Senegal,14.4167,-15.5667,2025-06-29,30.7,87.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,9.2,14.8,313,NW,1015.0,29.97,0.0,0.0,54,19,33.4,92.0,30.7,87.2,33.4,92.0,20.4,68.8,10.0,6.0,4.5,10.6,17.0
137,Banja,Serbia (general),Serbia,44.279,20.621,2025-06-29,28.3,82.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,14.1,22.7,338,NNW,1021.0,30.15,0.0,0.0,40,0,26.9,80.3,31.7,89.1,30.3,86.5,9.9,49.8,10.0,6.0,9.6,16.2,26.1
138,Victoria,Beau Vallon,Seychelles Islands,-4.617,55.45,2025-06-29,27.3,81.1,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,22.4,36.0,133,SE,1010.0,29.83,0.02,0.0,84,25,31.2,88.1,26.4,79.5,29.4,85.0,23.1,73.6,10.0,6.0,7.4,30.0,48.2
139,Yele,Northern,Sierra Leone,8.417,-11.833,2025-06-29,25.4,77.6,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,2.2,3.6,186,S,1016.0,30.01,0.04,0.0,90,57,28.3,83.0,25.4,77.6,28.3,83.0,23.5,74.4,10.0,6.0,2.7,2.9,4.7
140,Banska Bystrica,Banska Bystrica,Slovakia,48.733,19.15,2025-06-29,27.6,81.7,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,6.5,10.4,321,NW,1020.0,30.12,0.01,0.0,44,78,27.8,82.0,27.6,81.7,27.8,82.0,14.2,57.6,10.0,6.0,7.9,7.5,12.0
141,Litija,Bohinj,Slovenia,46.059,14.823,2025-06-29,29.4,84.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.2,3.6,58,ENE,1023.0,30.21,0.0,0.0,45,25,29.4,84.9,30.1,86.2,30.2,86.4,15.0,59.0,10.0,6.0,9.1,2.3,3.7
142,Tulagi,Makira,Solomon Islands,-9.1,160.15,2025-06-29,25.3,77.5,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,10.3,16.6,113,ESE,1010.0,29.83,0.0,0.0,94,25,28.1,82.5,25.8,78.4,28.9,83.9,23.6,74.5,10.0,6.0,0.0,13.9,22.4
143,Goragiahor,Galguduud,Somalia,5.4167,45.8,2025-06-29,33.4,92.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,27.1,43.6,220,SW,1010.0,29.82,0.0,0.0,30,19,33.1,91.5,33.4,92.1,33.1,91.5,13.6,56.4,10.0,6.0,9.8,31.1,50.1
144,Brandfort,Free State,South Africa,-28.7,26.467,2025-06-29,13.2,55.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,2.9,4.7,132,SE,1031.0,30.45,0.0,0.0,33,0,13.5,56.2,13.4,56.2,13.2,55.7,-5.9,21.4,10.0,6.0,3.9,3.4,5.4
145,Madridejos,Castilla-La Mancha,Spain,39.467,-3.533,2025-06-29,34.4,93.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.4,8.6,22,NNE,1020.0,30.12,0.0,0.0,19,2,32.4,90.3,34.4,93.8,32.4,90.3,7.2,44.9,10.0,6.0,7.8,6.2,9.9
146,Kadugannawa,Central,Sri Lanka,7.255,80.524,2025-06-29,26.7,80.0,1,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,8.5,13.7,246,WSW,1009.0,29.79,0.0,0.0,61,85,28.0,82.4,26.7,80.0,28.0,82.4,18.5,65.2,10.0,6.0,2.0,9.9,15.9
147,Tajba,Kurdufan,Sudan,11.8667,31.05,2025-06-29,34.8,94.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,10.7,17.3,215,SW,1009.0,29.8,0.0,0.0,31,22,35.4,95.6,34.8,94.7,35.4,95.6,15.3,59.6,10.0,6.0,10.3,12.3,19.9
148,Onverwacht,Para,Suriname,5.583,-55.183,2025-06-29,24.0,75.2,1,Fog,//cdn.weatherapi.com/weather/64x64/day/248.png,2.7,4.3,108,ESE,1013.0,29.91,0.0,0.0,100,25,26.8,80.3,21.9,71.4,24.6,76.2,21.7,71.0,10.0,6.0,0.2,5.1,8.2
149,Sidvokodvo,Manzini,Swaziland,-26.617,31.45,2025-06-29,21.1,69.9,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.1,8.3,157,SSE,1026.0,30.29,0.0,0.0,18,0,21.1,69.9,21.1,69.9,21.7,71.0,-3.8,25.2,10.0,6.0,4.4,5.9,9.5
150,Kumla,Orebro Lan,Sweden,59.133,15.133,2025-06-29,18.2,64.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,17.0,27.4,265,W,1005.0,29.68,0.0,0.0,49,0,18.2,64.8,19.7,67.4,19.7,67.4,5.8,42.4,10.0,6.0,5.6,19.6,31.5
151,Shundakhiyat,Hims,Syria,34.7833,37.4,2025-06-29,36.9,98.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,17.2,27.7,302,WNW,998.0,29.47,0.0,0.0,9,0,35.5,95.9,36.9,98.3,35.5,95.9,-0.4,31.2,10.0,6.0,11.4,19.8,31.9
152,Puli,T'ai-wan,Taiwan,23.965,120.967,2025-06-29,30.4,86.7,1,Patchy light rain with thunder,//cdn.weatherapi.com/weather/64x64/day/386.png,2.2,3.6,251,WSW,1007.0,29.74,2.91,0.11,75,75,42.2,107.9,24.0,75.2,26.5,79.6,22.7,72.9,10.0,6.0,0.1,6.7,10.8
153,Khokhu,Sughd,Tajikistan,38.8333,69.2667,2025-06-29,37.0,98.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,8.5,13.7,230,SW,1003.0,29.62,0.0,0.0,16,25,35.7,96.3,26.1,78.9,24.5,76.2,0.3,32.5,10.0,6.0,7.6,9.8,15.7
154,Mponde,Dodoma,Tanzania,-5.5167,35.2167,2025-06-29,25.4,77.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,10.7,17.3,124,SE,1015.0,29.99,0.0,0.0,32,5,25.1,77.2,25.5,77.8,25.1,77.2,7.5,45.6,10.0,6.0,10.8,12.3,19.9
155,Ban Khae Taphao,Lop Buri,Thailand,15.0153,100.7936,2025-06-29,27.7,81.9,1,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,14.1,22.7,208,SSW,1004.0,29.66,1.23,0.05,78,83,31.5,88.8,27.8,82.0,31.5,88.8,23.6,74.5,10.0,6.0,1.3,20.3,32.6
156,Boufouli Boko Losso,Savanes,Togo,8.3167,1.0667,2025-06-29,28.1,82.6,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,5.4,8.6,234,SW,1015.0,29.96,0.03,0.0,70,84,31.1,87.9,28.1,82.6,31.1,87.9,22.0,71.7,10.0,6.0,6.8,6.2,9.9
157,Hihifo,Ha,Tonga,-19.8167,-174.3667,2025-06-29,24.5,76.2,0,Clear,//cdn.weatherapi.com/weather/64x64/night/113.png,9.4,15.1,151,SSE,1016.0,30.0,0.0,0.0,83,24,26.6,80.0,24.5,76.2,26.6,80.0,21.4,70.5,10.0,6.0,0.0,12.7,20.4
158,Chaguanas,Caroni,Trinidad and Tobago,10.517,-61.417,2025-06-29,25.0,77.0,1,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,7.6,12.2,88,E,1013.0,29.91,0.0,0.0,94,75,27.7,81.9,24.4,75.8,26.8,80.2,22.6,72.6,9.0,5.0,0.0,12.7,20.4
159,Mdeina,Kairouan,Tunisia,35.5064,9.9097,2025-06-29,34.3,93.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,15.4,24.8,14,NNE,1017.0,30.03,0.0,0.0,29,4,34.0,93.2,34.3,93.7,34.0,93.2,13.7,56.6,10.0,6.0,9.8,17.8,28.6
160,Kucukkavak,Kirsehir,Turkey,38.9667,34.3,2025-06-29,23.2,73.8,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,24.2,38.9,351,N,1011.0,29.85,0.0,0.0,38,75,24.5,76.2,20.6,69.0,20.6,69.0,7.4,45.3,10.0,6.0,9.8,27.8,44.7
161,Koushok-Kyzyl-Takyr,Ahal,Turkmenistan,39.2667,58.8167,2025-06-29,35.7,96.3,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.4,11.9,82,E,1003.0,29.61,0.0,0.0,11,0,34.1,93.3,35.7,96.3,34.1,93.3,0.6,33.2,10.0,6.0,8.4,8.5,13.7
162,Bulembwe,Luwero,Uganda,1.05,32.3,2025-06-29,30.6,87.0,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,2.9,4.7,183,S,1011.0,29.87,0.0,0.0,39,34,30.7,87.2,30.6,87.0,30.7,87.2,14.9,58.9,10.0,6.0,11.1,3.4,5.4
163,Lebedyn,Cherkas'ka Oblast',Ukraine,48.958,31.527,2025-06-29,23.6,74.5,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,18.1,29.2,337,NNW,1010.0,29.84,0.0,0.0,36,6,24.4,75.9,23.6,74.5,24.4,75.9,7.8,46.1,10.0,6.0,8.7,20.8,33.6
164,`Ud Al Bayda',Dubai,United Arab Emirates,25.0042,55.4592,2025-06-29,37.1,98.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,14.8,23.8,293,WNW,993.0,29.32,0.0,0.0,57,0,35.8,96.5,43.3,109.9,45.0,113.0,13.4,56.0,8.0,4.0,7.7,17.0,27.3
165,Biddulph,Staffordshire,United Kingdom,53.115,-2.173,2025-06-29,18.3,64.9,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,5.6,9.0,237,WSW,1025.0,30.27,0.01,0.0,83,50,18.3,64.9,20.4,68.7,20.4,68.7,14.5,58.2,10.0,6.0,2.2,6.6,10.7
166,Belgrade,Missouri,United States of America,37.7867,-90.8492,2025-06-29,21.4,70.5,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,4.0,6.5,205,SSW,1017.0,30.03,0.0,0.0,100,75,21.4,70.5,20.1,68.1,20.1,68.2,19.7,67.5,16.0,9.0,0.0,8.5,13.6
167,Puntas De Maciel,Florida,Uruguay,-33.6,-56.35,2025-06-29,8.3,46.9,0,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/night/176.png,17.0,27.4,169,S,1024.0,30.24,0.03,0.0,81,100,4.5,40.2,4.5,40.2,8.3,46.9,5.2,41.3,10.0,6.0,0.0,25.5,41.1
168,Daristan,Khorazm,Uzbekistan,40.4167,67.1,2025-06-29,29.5,85.1,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,7.8,12.6,40,NE,1003.0,29.63,0.0,0.0,16,0,27.3,81.2,29.5,85.1,27.3,81.2,1.0,33.7,10.0,6.0,7.6,9.0,14.5
169,Bat,Ambrym,Vanuatu,-16.3167,167.9833,2025-06-29,24.8,76.6,0,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/night/176.png,13.6,22.0,114,ESE,1016.0,30.0,0.09,0.0,78,60,26.7,80.0,24.8,76.6,26.7,80.0,20.6,69.1,10.0,6.0,0.0,18.2,29.2
170,San Juan De Paya,Guarico,Venezuela,9.5228,-67.2311,2025-06-29,23.2,73.8,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,4.0,6.5,56,ENE,1013.0,29.91,0.16,0.01,100,0,25.7,78.2,21.9,71.5,24.5,76.2,21.2,70.2,9.0,5.0,0.0,7.6,12.2
171,Wahlan,Ma'rib,Yemen,14.6833,45.6333,2025-06-29,30.8,87.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,13.0,20.9,30,NNE,1005.0,29.68,0.0,0.0,13,19,28.5,83.3,30.8,87.4,28.5,83.3,-0.9,30.4,10.0,6.0,9.2,14.9,24.0
172,Lucheshi,Central,Zambia,-13.5,28.05,2025-06-29,25.3,77.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,9.2,14.8,100,E,1018.0,30.06,0.0,0.0,25,4,24.5,76.1,25.4,77.6,24.5,76.1,4.0,39.2,10.0,6.0,8.4,10.6,17.0
173,Glendye,Mashonaland East,Zimbabwe,-18.9333,30.05,2025-06-29,23.6,74.6,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,4.9,7.9,99,E,1021.0,30.16,0.0,0.0,34,5,24.2,75.6,23.7,74.6,24.2,75.6,6.8,44.2,10.0,6.0,6.8,5.7,9.1
174,Wokingham,Berkshire,United Kingdom,51.41,-0.844,2025-06-29,23.3,73.9,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,2.9,4.7,284,WNW,1026.0,30.3,0.0,0.0,65,75,24.8,76.7,26.5,79.8,27.1,80.8,15.2,59.3,10.0,6.0,6.2,3.4,5.4
175,Lucena,Lucena,Philippines,13.931,121.617,2025-06-29,26.9,80.5,1,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,5.6,9.0,292,WNW,1006.0,29.7,0.78,0.03,86,70,30.8,87.5,26.9,80.5,30.8,87.5,24.3,75.7,10.0,6.0,0.0,9.3,14.9
176,Оленегорск,Murmansk,Russia,68.15,33.3,2025-06-29,13.3,56.0,0,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,11.6,18.7,107,ESE,1000.0,29.54,0.0,0.0,64,47,11.7,53.1,11.7,53.1,13.3,56.0,6.7,44.0,10.0,6.0,2.6,13.4,21.5
177,Phon Charoen,Nong Khai,Thailand,18.033,103.167,2025-06-29,24.2,75.6,1,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,3.8,6.1,215,SW,1003.0,29.62,0.64,0.03,94,70,26.9,80.4,24.2,75.6,26.9,80.4,23.3,73.9,10.0,6.0,0.2,5.8,9.3
178,Mut,Mersin,Turkey,36.646,33.438,2025-06-29,34.9,94.8,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,19.2,31.0,345,NNW,1002.0,29.59,0.0,0.0,12,0,33.1,91.5,34.9,94.8,33.1,91.5,1.4,34.5,10.0,6.0,11.2,22.1,35.6
179,Zelenikovo,Zelenikovo,Macedonia,41.887,21.587,2025-06-29,31.2,88.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,17.0,27.4,1,N,1019.0,30.09,0.0,0.0,31,25,29.5,85.1,30.3,86.6,28.6,83.4,7.8,46.0,10.0,6.0,10.1,19.6,31.5
180,Pago Pago,American Samoa,United States of America,-14.2781,-170.7025,2025-06-29,27.3,81.1,0,Partly cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,11.9,19.1,114,ESE,1014.0,29.95,0.01,0.0,85,50,30.4,86.7,27.1,80.7,30.0,86.0,22.5,72.6,16.0,9.0,0.0,16.2,26.1
181,Qaracuxur,Baki,Azerbaijan,40.397,49.974,2025-06-29,30.4,86.7,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,10.3,16.6,105,ESE,1003.0,29.62,0.0,0.0,40,0,30.5,86.9,26.8,80.3,26.7,80.0,11.7,53.1,10.0,6.0,9.2,13.3,21.4
182,Aloro,Apac,Uganda,2.2333,32.5333,2025-06-29,26.5,79.7,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,2.2,3.6,131,SE,1013.0,29.91,0.53,0.02,62,82,27.9,82.1,26.5,79.7,27.9,82.1,18.5,65.4,9.0,5.0,10.7,6.7,10.8
183,Utsunomiya-Shi,Tochigi,Japan,36.566,139.884,2025-06-29,28.1,82.5,0,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/night/116.png,6.9,11.2,162,SSE,1009.0,29.81,0.0,0.0,56,27,29.4,84.8,28.1,82.5,29.4,84.8,18.3,65.0,10.0,6.0,0.0,10.6,17.0
184,Tamza,Khenchela,Algeria,35.3094,6.8303,2025-06-29,26.4,79.4,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,6.0,9.7,13,NNE,1021.0,30.14,0.0,0.0,26,2,25.3,77.5,26.4,79.4,25.3,77.5,5.1,41.2,10.0,6.0,9.9,7.0,11.2
185,Dori,Seno,Burkina Faso,14.033,-0.033,2025-06-29,34.5,94.1,1,Partly Cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,18.8,30.2,219,SW,1010.0,29.84,0.0,0.0,41,29,37.3,99.1,34.5,94.1,37.3,99.1,19.3,66.7,10.0,6.0,6.5,21.6,34.8
186,Traian,Braila,Romania,45.183,27.733,2025-06-29,27.2,81.0,1,Cloudy,//cdn.weatherapi.com/weather/64x64/day/119.png,17.9,28.8,352,N,1016.0,29.99,0.0,0.0,39,85,27.0,80.6,27.2,81.0,27.0,80.6,12.0,53.5,10.0,6.0,8.5,20.6,33.1
187,Musiri,Tamil Nadu,India,10.933,78.45,2025-06-29,39.2,102.6,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,19.0,30.6,282,WNW,1003.0,29.62,0.0,0.0,33,75,44.4,111.8,35.6,96.1,37.5,99.4,17.6,63.6,6.0,3.0,4.0,21.9,35.2
188,Owerri,Imo,Nigeria,5.483,7.033,2025-06-29,24.8,76.7,1,Light rain shower,//cdn.weatherapi.com/weather/64x64/day/353.png,4.0,6.5,230,SW,1015.0,29.97,0.54,0.02,88,77,27.3,81.2,24.8,76.7,27.3,81.2,22.7,72.9,10.0,6.0,2.1,6.2,10.0
189,Ferizaj,Komuna e Ferizajt,Kosovo,42.371,21.155,2025-06-29,26.1,79.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,12.1,19.4,9,N,1021.0,30.15,0.0,0.0,39,25,25.5,78.0,27.3,81.1,26.4,79.6,8.8,47.8,10.0,6.0,10.1,13.9,22.4
190,Talangtungkup,South Sumatra,Indonesia,-3.5022,103.7241,2025-06-29,27.7,81.8,1,Patchy rain nearby,//cdn.weatherapi.com/weather/64x64/day/176.png,6.9,11.2,124,SE,1007.0,29.74,0.4,0.02,76,89,31.0,87.8,27.7,81.8,31.0,87.8,23.0,73.3,9.0,5.0,0.5,10.2,16.4
191,Buena Vista,Oaxaca,Mexico,16.894,-96.5,2025-06-29,14.1,57.3,0,Mist,//cdn.weatherapi.com/weather/64x64/night/143.png,2.2,3.6,146,SSE,1016.0,30.0,0.0,0.0,97,74,14.2,57.5,14.2,57.5,14.1,57.3,13.4,56.2,2.0,1.0,0.0,2.3,3.7
192,Inirida,Guainia,Colombia,3.865,-67.924,2025-06-29,22.7,72.8,0,Light rain shower,//cdn.weatherapi.com/weather/64x64/night/353.png,2.2,3.6,94,E,1013.0,29.92,1.15,0.05,98,78,25.2,77.3,22.7,72.8,25.2,77.3,22.4,72.3,10.0,6.0,0.0,3.0,4.8
193,Khowst,Khowst,Afghanistan,33.338,69.92,2025-06-29,33.3,92.0,1,Moderate or heavy rain in area with thunder,//cdn.weatherapi.com/weather/64x64/day/389.png,6.5,10.4,146,SSE,994.0,29.35,2.87,0.11,43,85,35.7,96.3,33.3,92.0,35.7,96.3,19.1,66.4,6.0,3.0,4.1,8.1,13.0
194,Tongchuan,Shaanxi,China,35.081,109.09,2025-06-29,31.2,88.2,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,5.4,8.6,122,ESE,997.0,29.43,0.0,0.0,29,7,30.1,86.2,31.2,88.2,30.1,86.2,11.1,51.9,10.0,6.0,0.8,7.9,12.7
195,Salcedo,Salcedo,Dominican Republic,19.383,-70.417,2025-06-29,22.3,72.1,1,Partly cloudy,//cdn.weatherapi.com/weather/64x64/day/116.png,3.8,6.1,123,ESE,1017.0,30.03,0.0,0.0,100,50,24.9,76.7,21.8,71.2,24.5,76.1,21.3,70.3,10.0,6.0,0.0,6.6,10.6
196,Banda'i,Azarbayjan-e Bakhtari,Iran,37.4833,45.3333,2025-06-29,31.1,88.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,12.5,20.2,239,WSW,1003.0,29.62,0.0,0.0,29,0,28.9,83.9,32.7,90.8,30.5,86.9,2.7,36.8,10.0,6.0,11.2,14.4,23.2
